NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CILIUM_ORGANIZATION	GOBP_CILIUM_ORGANIZATION	Details ...	395	-0.5511561	-2.33855	0.0	0.0	0.0	4921	tags=50%, list=22%, signal=62%	
GOCC_9PLUS2_MOTILE_CILIUM	GOCC_9PLUS2_MOTILE_CILIUM	Details ...	175	-0.5862625	-2.3277323	0.0	0.0	0.0	3797	tags=48%, list=17%, signal=57%	
GOCC_CILIARY_BASAL_BODY	GOCC_CILIARY_BASAL_BODY	Details ...	178	-0.57911384	-2.3154643	0.0	0.0	0.0	4062	tags=47%, list=18%, signal=57%	
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	Details ...	121	-0.6072855	-2.313531	0.0	0.0	0.0	4341	tags=57%, list=19%, signal=70%	
GOBP_MICROTUBULE_BASED_MOVEMENT	GOBP_MICROTUBULE_BASED_MOVEMENT	Details ...	400	-0.5409356	-2.2809637	0.0	0.0	0.0	5132	tags=48%, list=23%, signal=61%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME	Details ...	225	-0.56070757	-2.2662928	0.0	0.0	0.0	4480	tags=50%, list=20%, signal=62%	
LEIN_CHOROID_PLEXUS_MARKERS	LEIN_CHOROID_PLEXUS_MARKERS	Details ...	103	-0.60997766	-2.2616193	0.0	0.0	0.0	3367	tags=50%, list=15%, signal=59%	
GOCC_ACTOMYOSIN	GOCC_ACTOMYOSIN	Details ...	96	-0.60913914	-2.2582996	0.0	0.0	0.0	4093	tags=52%, list=18%, signal=63%	
GOBP_SPERM_FLAGELLUM_ASSEMBLY	GOBP_SPERM_FLAGELLUM_ASSEMBLY	Details ...	44	-0.6853178	-2.235714	0.0	3.7318005E-5	0.001	5499	tags=70%, list=25%, signal=93%	
GOBP_INTRACILIARY_TRANSPORT	GOBP_INTRACILIARY_TRANSPORT	Details ...	52	-0.6667993	-2.2335646	0.0	3.5452103E-5	0.001	4642	tags=58%, list=21%, signal=73%	
GOMF_WNT_PROTEIN_BINDING	GOMF_WNT_PROTEIN_BINDING		30	-0.73016554	-2.229053	0.0	3.3763907E-5	0.001	2443	tags=57%, list=11%, signal=64%	
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH		36	-0.7011252	-2.2138681	0.0	6.437204E-5	0.002	3918	tags=58%, list=18%, signal=71%	
GOBP_SPERM_AXONEME_ASSEMBLY	GOBP_SPERM_AXONEME_ASSEMBLY		30	-0.7257456	-2.2134569	0.0	6.157326E-5	0.002	2128	tags=57%, list=10%, signal=63%	
GOCC_ACTIN_FILAMENT_BUNDLE	GOCC_ACTIN_FILAMENT_BUNDLE		96	-0.59795094	-2.212634	0.0	5.900771E-5	0.002	4614	tags=55%, list=21%, signal=69%	
GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY		127	-0.5762965	-2.2061296	0.0	5.66474E-5	0.002	5349	tags=57%, list=24%, signal=75%	
GOCC_CYTOPLASMIC_MICROTUBULE	GOCC_CYTOPLASMIC_MICROTUBULE		108	-0.58278507	-2.205969	0.0	5.446865E-5	0.002	4689	tags=53%, list=21%, signal=66%	
GOBP_EXTRACELLULAR_TRANSPORT	GOBP_EXTRACELLULAR_TRANSPORT		47	-0.6730733	-2.197989	0.0	5.2451294E-5	0.002	4503	tags=66%, list=20%, signal=82%	
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	GOBP_CEREBROSPINAL_FLUID_CIRCULATION		19	-0.79165995	-2.196888	0.0	7.600568E-5	0.003	2664	tags=74%, list=12%, signal=84%	
NABA_COLLAGENS	NABA_COLLAGENS		36	-0.6939993	-2.193452	0.0	7.338479E-5	0.003	3394	tags=53%, list=15%, signal=62%	
GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY		37	-0.6930976	-2.175952	0.0	9.462426E-5	0.004	4503	tags=70%, list=20%, signal=88%	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	GOBP_REGULATION_OF_CILIUM_MOVEMENT		29	-0.71319056	-2.1661315	0.0	9.157186E-5	0.004	3717	tags=66%, list=17%, signal=78%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE	GOCC_INTRACILIARY_TRANSPORT_PARTICLE		28	-0.7231973	-2.161221	0.0	8.871024E-5	0.004	4642	tags=68%, list=21%, signal=86%	
NABA_MATRISOME_PRIMARY_METASTATIC_LUNG_TUMOR	NABA_MATRISOME_PRIMARY_METASTATIC_LUNG_TUMOR		31	-0.70154905	-2.1510847	0.0	1.0738957E-4	0.005	4615	tags=71%, list=21%, signal=89%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		189	-0.54317695	-2.1510572	0.0	1.0423106E-4	0.005	4810	tags=52%, list=21%, signal=66%	
GOBP_MESENCHYMAL_CELL_PROLIFERATION	GOBP_MESENCHYMAL_CELL_PROLIFERATION		53	-0.63058954	-2.1417844	0.0	1.214463E-4	0.006	3998	tags=51%, list=18%, signal=62%	
GOBP_SMOOTHENED_SIGNALING_PATHWAY	GOBP_SMOOTHENED_SIGNALING_PATHWAY		159	-0.53997254	-2.1247065	0.0	1.5741182E-4	0.008	4827	tags=44%, list=22%, signal=56%	
GOBP_MICROTUBULE_BASED_TRANSPORT	GOBP_MICROTUBULE_BASED_TRANSPORT		218	-0.5222745	-2.1243587	0.0	1.5315744E-4	0.008	4668	tags=42%, list=21%, signal=53%	
GOCC_AXONEMAL_DYNEIN_COMPLEX	GOCC_AXONEMAL_DYNEIN_COMPLEX		26	-0.7294282	-2.119265	0.0	1.4912698E-4	0.008	4969	tags=81%, list=22%, signal=104%	
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT		45	-0.6348896	-2.0919986	0.0	2.9074357E-4	0.016	3717	tags=49%, list=17%, signal=59%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		187	-0.5206477	-2.090318	0.0	3.010033E-4	0.017	4183	tags=46%, list=19%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION		33	-0.6693611	-2.088303	0.0	2.9366175E-4	0.017	2633	tags=48%, list=12%, signal=55%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX		334	-0.49808154	-2.0874007	0.0	3.0361852E-4	0.018	4629	tags=45%, list=21%, signal=56%	
GOBP_EAR_MORPHOGENESIS	GOBP_EAR_MORPHOGENESIS		124	-0.54113686	-2.0831566	0.0	3.6238154E-4	0.022	3621	tags=39%, list=16%, signal=46%	
GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION		41	-0.6443176	-2.0812783	0.0	3.7024004E-4	0.023	2633	tags=44%, list=12%, signal=50%	
GOBP_INTRACILIARY_RETROGRADE_TRANSPORT	GOBP_INTRACILIARY_RETROGRADE_TRANSPORT		15	-0.8110885	-2.07886	0.0	3.6201248E-4	0.023	2573	tags=60%, list=11%, signal=68%	
LIM_MAMMARY_STEM_CELL_UP	LIM_MAMMARY_STEM_CELL_UP		469	-0.4886177	-2.0770745	0.0	3.5414263E-4	0.023	4635	tags=46%, list=21%, signal=57%	
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		73	-0.582149	-2.07171	0.0	4.2192294E-4	0.028	3885	tags=49%, list=17%, signal=59%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16		78	-0.58120066	-2.0678167	0.0	4.7235365E-4	0.032	2688	tags=41%, list=12%, signal=46%	
GOCC_CILIARY_TRANSITION_ZONE	GOCC_CILIARY_TRANSITION_ZONE		74	-0.5812459	-2.061014	0.0	5.3477834E-4	0.037	5011	tags=54%, list=22%, signal=69%	
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE		440	-0.48589894	-2.0582173	0.0	5.667495E-4	0.04	4629	tags=43%, list=21%, signal=53%	
NABA_ECM_GLYCOPROTEINS	NABA_ECM_GLYCOPROTEINS		159	-0.5312665	-2.0562723	0.0	6.112339E-4	0.044	4480	tags=50%, list=20%, signal=62%	
GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE		104	-0.54430443	-2.0536883	0.0	6.4047123E-4	0.046	4615	tags=52%, list=21%, signal=65%	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		18	-0.7553553	-2.0525696	0.0	6.4180343E-4	0.047	3885	tags=78%, list=17%, signal=94%	
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN	YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN		219	-0.50647247	-2.0449674	0.0	7.8770245E-4	0.059	5738	tags=44%, list=26%, signal=59%	
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN		35	-0.65147495	-2.041515	0.0	8.1205607E-4	0.062	2897	tags=54%, list=13%, signal=62%	
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM	IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM		215	-0.50193137	-2.038243	0.0	8.4819086E-4	0.065	4527	tags=46%, list=20%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY		42	-0.6242553	-2.0330908	0.0	9.081861E-4	0.071	2389	tags=38%, list=11%, signal=43%	
GOBP_METANEPHROS_DEVELOPMENT	GOBP_METANEPHROS_DEVELOPMENT		79	-0.5676095	-2.0276196	0.0	9.900563E-4	0.079	6146	tags=59%, list=27%, signal=82%	
CUI_TCF21_TARGETS_2_UP	CUI_TCF21_TARGETS_2_UP		434	-0.4744342	-2.022613	0.0	0.0010815655	0.087	4313	tags=39%, list=19%, signal=47%	
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION		24	-0.7041577	-2.021946	0.0	0.0010635394	0.087	3759	tags=54%, list=17%, signal=65%	
ZENG_GU_ICB_CONTROL_METAGENE_31_PRECICTIVE_ICB_RESISTANCE	ZENG_GU_ICB_CONTROL_METAGENE_31_PRECICTIVE_ICB_RESISTANCE		187	-0.50252825	-2.021213	0.0	0.0010576803	0.088	6395	tags=57%, list=29%, signal=79%	
GOCC_DYNEIN_COMPLEX	GOCC_DYNEIN_COMPLEX		57	-0.59249103	-2.0206301	0.0	0.0010520344	0.089	5239	tags=58%, list=23%, signal=75%	
REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION		43	-0.6207623	-2.0185308	0.0	0.0010805007	0.091	3918	tags=49%, list=18%, signal=59%	
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS	GOCC_COMPLEX_OF_COLLAGEN_TRIMERS		18	-0.75504047	-2.0161798	0.0	0.0010747483	0.092	3307	tags=67%, list=15%, signal=78%	
GOBP_MIDDLE_EAR_MORPHOGENESIS	GOBP_MIDDLE_EAR_MORPHOGENESIS		24	-0.70733494	-2.015208	0.0	0.0010799761	0.094	3497	tags=58%, list=16%, signal=69%	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD	GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD		17	-0.7407875	-2.0147781	0.0015360983	0.0010744313	0.095	2308	tags=59%, list=10%, signal=66%	
MT	MT		29	-0.6742997	-2.0042922	0.0	0.0013968463	0.125	5502	tags=69%, list=25%, signal=91%	
GOCC_TIGHT_JUNCTION	GOCC_TIGHT_JUNCTION		128	-0.5213263	-1.99783	0.0	0.0015328048	0.137	3905	tags=48%, list=17%, signal=58%	
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY		123	-0.52365357	-1.9966285	0.0	0.0015208938	0.138	5650	tags=50%, list=25%, signal=67%	
GOCC_APICAL_JUNCTION_COMPLEX	GOCC_APICAL_JUNCTION_COMPLEX		144	-0.5055643	-1.991696	0.0	0.0016609035	0.151	3905	tags=45%, list=17%, signal=54%	
GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY	GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY		62	-0.5766093	-1.9908667	0.0	0.0016573948	0.153	4603	tags=47%, list=21%, signal=59%	
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION		30	-0.6571731	-1.9901787	0.0	0.0016541844	0.155	3918	tags=50%, list=18%, signal=61%	
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES		58	-0.5835129	-1.9888948	0.0	0.0016997424	0.161	3918	tags=47%, list=18%, signal=56%	
CHEBOTAEV_GR_TARGETS_DN	CHEBOTAEV_GR_TARGETS_DN		128	-0.51601106	-1.9858013	0.0	0.0017725562	0.168	4526	tags=48%, list=20%, signal=60%	
GOBP_RENAL_SYSTEM_DEVELOPMENT	GOBP_RENAL_SYSTEM_DEVELOPMENT		310	-0.47814968	-1.9844594	0.0	0.0018150491	0.174	4827	tags=41%, list=22%, signal=52%	
PASINI_SUZ12_TARGETS_DN	PASINI_SUZ12_TARGETS_DN		318	-0.47829452	-1.9816325	0.0	0.0019403074	0.188	4516	tags=42%, list=20%, signal=52%	
REACTOME_SMOOTH_MUSCLE_CONTRACTION	REACTOME_SMOOTH_MUSCLE_CONTRACTION		32	-0.63695335	-1.9779052	0.0	0.002053414	0.2	4111	tags=59%, list=18%, signal=73%	
GOMF_DYNEIN_HEAVY_CHAIN_BINDING	GOMF_DYNEIN_HEAVY_CHAIN_BINDING		16	-0.7518913	-1.9765692	0.0	0.0020726733	0.204	2483	tags=63%, list=11%, signal=70%	
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS	GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS		29	-0.66632444	-1.9754709	0.0	0.0020733485	0.206	3854	tags=52%, list=17%, signal=62%	
GOMF_WNT_RECEPTOR_ACTIVITY	GOMF_WNT_RECEPTOR_ACTIVITY		17	-0.73455954	-1.9752226	0.0015873016	0.0020562618	0.207	3554	tags=59%, list=16%, signal=70%	
GOBP_CARTILAGE_DEVELOPMENT	GOBP_CARTILAGE_DEVELOPMENT		194	-0.49094924	-1.9711407	0.0	0.002197295	0.223	4053	tags=39%, list=18%, signal=47%	
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	KUNINGER_IGF1_VS_PDGFB_TARGETS_UP		77	-0.5504817	-1.9706513	0.0	0.0021877524	0.225	5827	tags=61%, list=26%, signal=82%	
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS		116	-0.51740277	-1.9703319	0.0	0.0021954605	0.228	4782	tags=45%, list=21%, signal=57%	
GOMF_GROWTH_FACTOR_ACTIVITY	GOMF_GROWTH_FACTOR_ACTIVITY		117	-0.51970387	-1.9673817	0.0	0.0023126854	0.242	4208	tags=45%, list=19%, signal=55%	
GOCC_COLLAGEN_TRIMER	GOCC_COLLAGEN_TRIMER		66	-0.56534666	-1.9664118	0.0	0.0023603772	0.25	3918	tags=52%, list=18%, signal=62%	
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY		79	-0.550298	-1.9657295	0.0	0.0023495168	0.251	5589	tags=52%, list=25%, signal=69%	
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE		140	-0.5119284	-1.963788	0.0	0.002346789	0.254	6772	tags=57%, list=30%, signal=81%	
GOCC_ADHERENS_JUNCTION	GOCC_ADHERENS_JUNCTION		149	-0.5031452	-1.9636831	0.0	0.0023281767	0.255	5115	tags=46%, list=23%, signal=59%	
GOBP_TELENCEPHALON_REGIONALIZATION	GOBP_TELENCEPHALON_REGIONALIZATION		15	-0.7677635	-1.9630685	0.0	0.0023258226	0.257	2868	tags=60%, list=13%, signal=69%	
SIMBULAN_PARP1_TARGETS_UP	SIMBULAN_PARP1_TARGETS_UP		33	-0.6350745	-1.9619128	0.0	0.0023392867	0.261	4306	tags=58%, list=19%, signal=71%	
GOBP_APPENDAGE_MORPHOGENESIS	GOBP_APPENDAGE_MORPHOGENESIS		153	-0.49917552	-1.9613868	0.0	0.0023213152	0.262	4012	tags=37%, list=18%, signal=44%	
GOBP_SENSORY_ORGAN_MORPHOGENESIS	GOBP_SENSORY_ORGAN_MORPHOGENESIS		281	-0.4743194	-1.9610286	0.0	0.0023115529	0.264	4029	tags=38%, list=18%, signal=45%	
GOBP_INNER_EAR_MORPHOGENESIS	GOBP_INNER_EAR_MORPHOGENESIS		102	-0.5228954	-1.9582784	0.0	0.0024012686	0.276	3621	tags=37%, list=16%, signal=44%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B		21	-0.6956875	-1.9563869	0.0	0.0025040747	0.29	4642	tags=67%, list=21%, signal=84%	
REACTOME_MUSCLE_CONTRACTION	REACTOME_MUSCLE_CONTRACTION		149	-0.499832	-1.9551948	0.0	0.002522402	0.294	4381	tags=41%, list=20%, signal=51%	
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES		42	-0.601454	-1.9517343	0.0	0.0026728932	0.312	1978	tags=40%, list=9%, signal=44%	
HOLLERN_EMT_BREAST_TUMOR_DN	HOLLERN_EMT_BREAST_TUMOR_DN		114	-0.520776	-1.9507035	0.0	0.0027038069	0.32	4844	tags=50%, list=22%, signal=63%	
REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS		56	-0.5687432	-1.9475974	0.0	0.0028209444	0.334	8265	tags=71%, list=37%, signal=113%	
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT		55	-0.5753276	-1.9470003	0.0	0.0028139923	0.336	3979	tags=49%, list=18%, signal=60%	
THUM_MIR21_TARGETS_HEART_DISEASE_UP	THUM_MIR21_TARGETS_HEART_DISEASE_UP		18	-0.71705526	-1.9439552	0.0	0.0029913273	0.351	675	tags=50%, list=3%, signal=52%	
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3		190	-0.48628202	-1.9411179	0.0	0.0031512906	0.368	5170	tags=47%, list=23%, signal=60%	
GOBP_AXON_GUIDANCE	GOBP_AXON_GUIDANCE		219	-0.4756778	-1.9388151	0.0	0.0032872749	0.384	5317	tags=47%, list=24%, signal=60%	
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION		69	-0.550589	-1.9380959	0.0	0.003303558	0.388	4553	tags=49%, list=20%, signal=62%	
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	DAWSON_METHYLATED_IN_LYMPHOMA_TCL1		57	-0.56974494	-1.9356529	0.0	0.0034152644	0.405	3720	tags=46%, list=17%, signal=55%	
CAIRO_LIVER_DEVELOPMENT_UP	CAIRO_LIVER_DEVELOPMENT_UP		160	-0.49097246	-1.9329921	0.0	0.0035044383	0.42	4760	tags=46%, list=21%, signal=58%	
GOMF_MINUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	GOMF_MINUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY		20	-0.6973168	-1.9312526	0.0	0.0036118089	0.434	4969	tags=65%, list=22%, signal=83%	
GOBP_MIDBRAIN_DEVELOPMENT	GOBP_MIDBRAIN_DEVELOPMENT		40	-0.60049427	-1.9312038	0.0	0.0035780536	0.434	5177	tags=60%, list=23%, signal=78%	
GOBP_FORELIMB_MORPHOGENESIS	GOBP_FORELIMB_MORPHOGENESIS		39	-0.6042904	-1.9285429	0.0	0.0037089984	0.449	4012	tags=46%, list=18%, signal=56%	
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS		123	-0.5004183	-1.921809	0.0	0.004194819	0.489	3885	tags=35%, list=17%, signal=42%	
GOCC_COSTAMERE	GOCC_COSTAMERE		19	-0.7174614	-1.9213593	0.0	0.0041695205	0.491	4294	tags=63%, list=19%, signal=78%	
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT		122	-0.49548888	-1.9201149	0.0	0.0042150263	0.497	3307	tags=34%, list=15%, signal=40%	
GOCC_MYOSIN_II_COMPLEX	GOCC_MYOSIN_II_COMPLEX		19	-0.7100324	-1.9188794	0.0	0.004246994	0.498	3018	tags=53%, list=13%, signal=61%	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY		41	-0.5921967	-1.9148806	0.0	0.0045046504	0.525	4555	tags=44%, list=20%, signal=55%	
GOCC_CONTRACTILE_FIBER	GOCC_CONTRACTILE_FIBER		221	-0.47603592	-1.9143182	0.0	0.004483806	0.526	4306	tags=39%, list=19%, signal=48%	
GOMF_CYTOSKELETAL_MOTOR_ACTIVITY	GOMF_CYTOSKELETAL_MOTOR_ACTIVITY		98	-0.51420265	-1.9133898	0.0	0.004549681	0.535	5633	tags=50%, list=25%, signal=67%	
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION		75	-0.53007525	-1.9131238	0.0	0.0045289467	0.536	3998	tags=45%, list=18%, signal=55%	
GOBP_NEURON_FATE_SPECIFICATION	GOBP_NEURON_FATE_SPECIFICATION		29	-0.62742025	-1.9106958	0.0014684288	0.004671899	0.548	5205	tags=55%, list=23%, signal=72%	
GOCC_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	GOCC_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX		18	-0.7082649	-1.910457	0.0	0.004644496	0.55	4203	tags=72%, list=19%, signal=89%	
GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	GOBP_OUTER_DYNEIN_ARM_ASSEMBLY		22	-0.691411	-1.9096466	0.0	0.0046888595	0.558	4503	tags=68%, list=20%, signal=85%	
GOCC_NADH_DEHYDROGENASE_COMPLEX	GOCC_NADH_DEHYDROGENASE_COMPLEX		55	-0.5590826	-1.9068424	0.0	0.004915299	0.576	8087	tags=73%, list=36%, signal=114%	
GOCC_SARCOMERE	GOCC_SARCOMERE		189	-0.47854698	-1.9045857	0.0	0.0050562676	0.587	4306	tags=39%, list=19%, signal=48%	
CUI_TCF21_TARGETS_UP	CUI_TCF21_TARGETS_UP		36	-0.6088185	-1.9042991	0.0	0.0050611575	0.591	4902	tags=56%, list=22%, signal=71%	
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE		106	-0.5122432	-1.9024055	0.0	0.0052157324	0.605	6772	tags=59%, list=30%, signal=85%	
GOBP_EMBRYONIC_BODY_MORPHOGENESIS	GOBP_EMBRYONIC_BODY_MORPHOGENESIS		15	-0.7339421	-1.9022634	0.0	0.0051908367	0.605	4203	tags=67%, list=19%, signal=82%	
GOBP_FOREBRAIN_REGIONALIZATION	GOBP_FOREBRAIN_REGIONALIZATION		22	-0.67585886	-1.9010819	0.0	0.0052287118	0.613	2868	tags=45%, list=13%, signal=52%	
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY		45	-0.58322775	-1.8978143	0.0	0.0054965965	0.638	4203	tags=51%, list=19%, signal=63%	
GOBP_SHORT_TERM_MEMORY	GOBP_SHORT_TERM_MEMORY		18	-0.71383846	-1.8968506	0.0	0.0055537075	0.645	4026	tags=61%, list=18%, signal=74%	
