NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MARKEY_RB1_ACUTE_LOF_DN	MARKEY_RB1_ACUTE_LOF_DN	Details ...	244	0.68338656	3.3349974	0.0	0.0	0.0	1361	tags=49%, list=6%, signal=52%	
GOBP_RESPONSE_TO_INTERFERON_BETA	GOBP_RESPONSE_TO_INTERFERON_BETA	Details ...	66	0.8185736	3.3246388	0.0	0.0	0.0	1542	tags=64%, list=7%, signal=68%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	Details ...	94	0.7444139	3.3132758	0.0	0.0	0.0	996	tags=45%, list=4%, signal=47%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	Details ...	106	0.72317046	3.291027	0.0	0.0	0.0	2029	tags=51%, list=9%, signal=56%	
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	Details ...	419	0.6278513	3.2852437	0.0	0.0	0.0	2825	tags=45%, list=13%, signal=51%	
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	Details ...	458	0.6078526	3.263768	0.0	0.0	0.0	2729	tags=44%, list=12%, signal=49%	
QI_PLASMACYTOMA_UP	QI_PLASMACYTOMA_UP		244	0.65081054	3.2594311	0.0	0.0	0.0	2203	tags=50%, list=10%, signal=55%	
FOSTER_TOLERANT_MACROPHAGE_UP	FOSTER_TOLERANT_MACROPHAGE_UP		178	0.6699458	3.2488604	0.0	0.0	0.0	2823	tags=54%, list=13%, signal=61%	
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	GOBP_DEFENSE_RESPONSE_TO_SYMBIONT		294	0.63775367	3.2412834	0.0	0.0	0.0	2764	tags=45%, list=12%, signal=51%	
MP_DECREASED_TUMOR_NECROSIS_FACTOR_SECRETION	MP_DECREASED_TUMOR_NECROSIS_FACTOR_SECRETION		117	0.71406484	3.2165616	0.0	0.0	0.0	1542	tags=51%, list=7%, signal=55%	
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	GOBP_ACTIVATION_OF_IMMUNE_RESPONSE		457	0.60697496	3.20617	0.0	0.0	0.0	2729	tags=43%, list=12%, signal=48%	
GOBP_TYPE_I_INTERFERON_PRODUCTION	GOBP_TYPE_I_INTERFERON_PRODUCTION		133	0.6951022	3.203709	0.0	0.0	0.0	3203	tags=53%, list=14%, signal=62%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN		62	0.7833992	3.1927676	0.0	0.0	0.0	2029	tags=60%, list=9%, signal=65%	
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY		393	0.6083299	3.1857753	0.0	0.0	0.0	2729	tags=43%, list=12%, signal=48%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN		47	0.8212413	3.1641324	0.0	0.0	0.0	1426	tags=68%, list=6%, signal=73%	
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	NEMETH_INFLAMMATORY_RESPONSE_LPS_UP		90	0.73297596	3.1343718	0.0	0.0	0.0	2004	tags=57%, list=9%, signal=62%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		188	0.63842416	3.1224442	0.0	0.0	0.0	2203	tags=49%, list=10%, signal=54%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		174	0.64688474	3.1213722	0.0	0.0	0.0	2076	tags=45%, list=9%, signal=50%	
GOBP_ADAPTIVE_IMMUNE_RESPONSE	GOBP_ADAPTIVE_IMMUNE_RESPONSE		403	0.5961527	3.1133642	0.0	0.0	0.0	2203	tags=42%, list=10%, signal=45%	
GOMF_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY	GOMF_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY		35	0.8451889	3.1082292	0.0	0.0	0.0	2705	tags=86%, list=12%, signal=97%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		80	0.7045075	3.0856972	0.0	0.0	0.0	2442	tags=61%, list=11%, signal=69%	
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN		85	0.72079796	3.0836875	0.0	0.0	0.0	2270	tags=55%, list=10%, signal=61%	
GOBP_RESPONSE_TO_TYPE_II_INTERFERON	GOBP_RESPONSE_TO_TYPE_II_INTERFERON		137	0.65484864	3.0579815	0.0	0.0	0.0	3968	tags=58%, list=18%, signal=70%	
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE		133	0.64711183	3.0565636	0.0	0.0	0.0	1838	tags=36%, list=8%, signal=39%	
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION		80	0.7258926	3.0482366	0.0	0.0	0.0	3189	tags=60%, list=14%, signal=70%	
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM		241	0.6073986	3.043644	0.0	0.0	0.0	2203	tags=41%, list=10%, signal=45%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION		50	0.7893008	3.038382	0.0	0.0	0.0	996	tags=52%, list=4%, signal=54%	
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS		307	0.5924969	3.0370672	0.0	0.0	0.0	2131	tags=41%, list=10%, signal=44%	
GOBP_REGULATION_OF_VIRAL_PROCESS	GOBP_REGULATION_OF_VIRAL_PROCESS		162	0.6234831	3.027116	0.0	0.0	0.0	1838	tags=33%, list=8%, signal=35%	
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY		245	0.585945	3.0234523	0.0	0.0	0.0	2703	tags=42%, list=12%, signal=48%	
GOMF_MHC_PROTEIN_BINDING	GOMF_MHC_PROTEIN_BINDING		40	0.8114878	3.014103	0.0	0.0	0.0	1172	tags=58%, list=5%, signal=61%	
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		209	0.6005237	3.0128286	0.0	0.0	0.0	2203	tags=43%, list=10%, signal=47%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY		48	0.7526712	3.0109565	0.0	0.0	0.0	2131	tags=56%, list=10%, signal=62%	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE		40	0.8152808	3.0080872	0.0	0.0	0.0	1025	tags=58%, list=5%, signal=60%	
GOBP_PYROPTOSIS	GOBP_PYROPTOSIS		33	0.83418465	2.9992735	0.0	0.0	0.0	2172	tags=61%, list=10%, signal=67%	
GOBP_INTERFERON_BETA_PRODUCTION	GOBP_INTERFERON_BETA_PRODUCTION		68	0.719893	2.9922342	0.0	0.0	0.0	3189	tags=62%, list=14%, signal=72%	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY		41	0.80288994	2.985934	0.0	0.0	0.0	1174	tags=56%, list=5%, signal=59%	
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	SEKI_INFLAMMATORY_RESPONSE_LPS_UP		78	0.69427	2.982278	0.0	0.0	0.0	1513	tags=46%, list=7%, signal=49%	
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		134	0.63484687	2.975779	0.0	0.0	0.0	1865	tags=38%, list=8%, signal=41%	
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION		81	0.69942576	2.968482	0.0	0.0	0.0	996	tags=35%, list=4%, signal=36%	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		203	0.6099408	2.967003	0.0	0.0	0.0	2333	tags=48%, list=10%, signal=53%	
WP_TYPE_II_INTERFERON_SIGNALING_IFNG	WP_TYPE_II_INTERFERON_SIGNALING_IFNG		30	0.8619007	2.965506	0.0	0.0	0.0	1409	tags=73%, list=6%, signal=78%	
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON		110	0.6498637	2.9600813	0.0	0.0	0.0	3968	tags=56%, list=18%, signal=68%	
LIAN_LIPA_TARGETS_3M	LIAN_LIPA_TARGETS_3M		69	0.7120565	2.9576132	0.0	0.0	0.0	1999	tags=55%, list=9%, signal=60%	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		263	0.5762204	2.9568355	0.0	0.0	0.0	3370	tags=47%, list=15%, signal=54%	
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN		291	0.5872735	2.9465775	0.0	0.0	0.0	2722	tags=47%, list=12%, signal=53%	
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM		100	0.6710262	2.9416037	0.0	0.0	0.0	2786	tags=53%, list=12%, signal=60%	
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY		74	0.7061428	2.9415758	0.0	0.0	0.0	1762	tags=49%, list=8%, signal=53%	
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS		226	0.59876716	2.9398758	0.0	0.0	0.0	2777	tags=50%, list=12%, signal=56%	
GOCC_MHC_PROTEIN_COMPLEX	GOCC_MHC_PROTEIN_COMPLEX		28	0.86331314	2.9384074	0.0	0.0	0.0	1372	tags=75%, list=6%, signal=80%	
GOMF_PEPTIDE_ANTIGEN_BINDING	GOMF_PEPTIDE_ANTIGEN_BINDING		35	0.81133664	2.9347806	0.0	0.0	0.0	1372	tags=66%, list=6%, signal=70%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		196	0.596404	2.9291065	0.0	0.0	0.0	3493	tags=53%, list=16%, signal=62%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP		149	0.63287807	2.9252875	0.0	0.0	0.0	1559	tags=43%, list=7%, signal=46%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB		32	0.81564337	2.9184763	0.0	0.0	0.0	2029	tags=59%, list=9%, signal=65%	
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_LEUKOCYTE_MEDIATED_IMMUNITY		385	0.5570899	2.9138844	0.0	0.0	0.0	2076	tags=36%, list=9%, signal=39%	
GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		64	0.71539533	2.9083498	0.0	0.0	0.0	1742	tags=47%, list=8%, signal=51%	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		25	0.87307316	2.8987362	0.0	0.0	0.0	1025	tags=64%, list=5%, signal=67%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		152	0.61027783	2.897194	0.0	0.0	0.0	3331	tags=47%, list=15%, signal=55%	
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	GOBP_POSITIVE_REGULATION_OF_CELL_KILLING		79	0.68188775	2.8947122	0.0	0.0	0.0	2686	tags=49%, list=12%, signal=56%	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY		80	0.6719523	2.8937325	0.0	0.0	0.0	2883	tags=52%, list=13%, signal=60%	
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		65	0.715302	2.893193	0.0	0.0	0.0	2685	tags=57%, list=12%, signal=64%	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		33	0.822965	2.8931494	0.0	0.0	0.0	1025	tags=52%, list=5%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE		104	0.64480937	2.891204	0.0	0.0	0.0	2119	tags=47%, list=9%, signal=52%	
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC		35	0.8133017	2.8892694	0.0	0.0	0.0	1043	tags=46%, list=5%, signal=48%	
HEVNER_TELENCEPHALON_MICROGLIA	HEVNER_TELENCEPHALON_MICROGLIA		26	0.8735378	2.8859274	0.0	0.0	0.0	1021	tags=73%, list=5%, signal=76%	
REACTOME_ER_PHAGOSOME_PATHWAY	REACTOME_ER_PHAGOSOME_PATHWAY		28	0.84897935	2.8850408	0.0	0.0	0.0	1025	tags=54%, list=5%, signal=56%	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON		65	0.7096323	2.8832088	0.0	0.0	0.0	1762	tags=48%, list=8%, signal=52%	
GOMF_MHC_CLASS_I_PROTEIN_BINDING	GOMF_MHC_CLASS_I_PROTEIN_BINDING		31	0.83051825	2.874629	0.0	0.0	0.0	1172	tags=61%, list=5%, signal=65%	
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		66	0.70235103	2.8714736	0.0	0.0	0.0	1240	tags=42%, list=6%, signal=45%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN		34	0.8149403	2.8697808	0.0	0.0	0.0	2029	tags=62%, list=9%, signal=68%	
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		123	0.6261761	2.8689334	0.0	0.0	0.0	2203	tags=51%, list=10%, signal=56%	
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY		70	0.70087606	2.8515108	0.0	0.0	0.0	1742	tags=46%, list=8%, signal=49%	
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY		50	0.74439394	2.8499632	0.0	0.0	0.0	2609	tags=60%, list=12%, signal=68%	
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		138	0.6082309	2.8481138	0.0	0.0	0.0	3331	tags=50%, list=15%, signal=58%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I		40	0.77953815	2.845507	0.0	0.0	0.0	1025	tags=50%, list=5%, signal=52%	
GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		46	0.73493534	2.84449	0.0	0.0	0.0	1999	tags=59%, list=9%, signal=64%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY		97	0.6443531	2.8422165	0.0	0.0	0.0	3331	tags=55%, list=15%, signal=64%	
MP_INCREASED_CIRCULATING_TUMOR_NECROSIS_FACTOR_LEVEL	MP_INCREASED_CIRCULATING_TUMOR_NECROSIS_FACTOR_LEVEL		95	0.6375789	2.8393028	0.0	0.0	0.0	2784	tags=49%, list=12%, signal=56%	
LIAN_LIPA_TARGETS_6M	LIAN_LIPA_TARGETS_6M		85	0.66579163	2.831729	0.0	0.0	0.0	1999	tags=51%, list=9%, signal=55%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION		63	0.7031254	2.8296402	0.0	0.0	0.0	2705	tags=54%, list=12%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION		47	0.74752283	2.828977	0.0	0.0	0.0	3189	tags=70%, list=14%, signal=82%	
GOBP_NATURAL_KILLER_CELL_ACTIVATION	GOBP_NATURAL_KILLER_CELL_ACTIVATION		95	0.63086313	2.828902	0.0	0.0	0.0	2705	tags=49%, list=12%, signal=56%	
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY		131	0.61574477	2.8266218	0.0	0.0	0.0	2203	tags=46%, list=10%, signal=51%	
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		253	0.56068194	2.8254445	0.0	0.0	0.0	3608	tags=48%, list=16%, signal=57%	
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING		115	0.6250399	2.8219223	0.0	0.0	0.0	4569	tags=53%, list=20%, signal=66%	
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		87	0.6476345	2.8196213	0.0	0.0	0.0	1865	tags=39%, list=8%, signal=42%	
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN		81	0.65337604	2.8167508	0.0	0.0	0.0	2676	tags=53%, list=12%, signal=60%	
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY		383	0.542424	2.816527	0.0	0.0	0.0	2800	tags=42%, list=13%, signal=47%	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION		84	0.647948	2.8163993	0.0	0.0	0.0	5440	tags=64%, list=24%, signal=85%	
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY		285	0.56287944	2.8092935	0.0	0.0	0.0	2131	tags=37%, list=10%, signal=41%	
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE		100	0.6351845	2.808593	0.0	0.0	0.0	4566	tags=58%, list=20%, signal=73%	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION		47	0.71189773	2.8062866	0.0	0.0	0.0	2393	tags=51%, list=11%, signal=57%	
MORI_MATURE_B_LYMPHOCYTE_UP	MORI_MATURE_B_LYMPHOCYTE_UP		88	0.6595842	2.8052685	0.0	0.0	0.0	3049	tags=52%, list=14%, signal=60%	
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES		141	0.59598875	2.8045242	0.0	0.0	0.0	4566	tags=57%, list=20%, signal=71%	
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		102	0.632051	2.8045213	0.0	0.0	0.0	1962	tags=47%, list=9%, signal=51%	
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE		116	0.6167785	2.8010314	0.0	0.0	0.0	4566	tags=58%, list=20%, signal=72%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS		155	0.5849745	2.7995985	0.0	0.0	0.0	2348	tags=40%, list=10%, signal=44%	
GOBP_B_CELL_MEDIATED_IMMUNITY	GOBP_B_CELL_MEDIATED_IMMUNITY		140	0.60344213	2.7959	0.0	0.0	0.0	2076	tags=37%, list=9%, signal=41%	
